1	0.14792931824922562
2	0.11751952022314072
3	0.19332222640514374
4	0.11271637678146362
5	0.0953036646048228
6	0.09266135344902675
7	0.06881748139858246
8	0.04611940557758013
9	0.10248493154843648
10	0.05385290955503782
11	0.05638334775964419
12	0.05944458022713661
13	0.04413442934552828
14	0.06107435002923012
15	0.060706935822963715
16	0.05582734818259875
17	0.03871347631017367
18	0.048647407442331314
19	0.06239475806554159
20	0.04859963804483414
21	0.041402636716763176
22	0.04467758536338806
23	0.04730558395385742
24	0.04389480625589689
25	0.05465915302435557
26	0.03797632207473119
27	0.04062917580207189
28	0.033959668750564255
29	0.04565607632199923
30	0.043248727917671204
31	0.042849832524855934
32	0.03464852273464203
33	0.04634017994006475
34	0.04526456197102865
35	0.050489857171972595
36	0.04542859767874082
37	0.048262188831965126
38	0.05041739468773206
39	0.045846741646528244
40	0.03807317465543747
41	0.04818623637159666
42	0.033480177323023476
43	0.03360217623412609
44	0.038274758805831276
45	0.04896782338619232
46	0.05839162816603979
47	0.03971277798215548
48	0.041482688238223396
49	0.04448860635360082
50	0.036567805955807366
